Time [yyyy.MM.dd HH:mm:ss],NO3 [gN/m3]
2024.08.03 17:00:00,1.46655847189E-11
2024.08.03 18:00:00,1.51103921042E-11
2024.08.03 19:00:00,1.54699274224E-11
2024.08.03 20:00:00,1.58049406895E-11
2024.08.03 21:00:00,1.61330185322E-11
2024.08.03 22:00:00,1.64682555787E-11
2024.08.03 23:00:00,1.68887109159E-11
2024.08.04 00:00:00,1.72640669122E-11
2024.08.04 01:00:00,1.76558021675E-11
2024.08.04 02:00:00,1.80072953077E-11
2024.08.04 03:00:00,1.83574891399E-11
2024.08.04 04:00:00,1.87126546897E-11
2024.08.04 05:00:00,1.90866870919E-11
2024.08.04 06:00:00,1.94382600294E-11
2024.08.04 07:00:00,1.97418748016E-11
2024.08.04 08:00:00,2.00174633813E-11
2024.08.04 09:00:00,2.02822394296E-11
2024.08.04 10:00:00,2.05407722081E-11
2024.08.04 11:00:00,2.07964184068E-11
2024.08.04 12:00:00,2.10047725741E-11
2024.08.04 13:00:00,2.18944636726E-11
2024.08.04 14:00:00,2.22208969974E-11
2024.08.04 15:00:00,2.24175140257E-11
2024.08.04 16:00:00,2.25917930197E-11
2024.08.04 17:00:00,2.2759313531E-11
2024.08.04 18:00:00,2.29393361945E-11
2024.08.04 19:00:00,2.31347822843E-11
2024.08.04 20:00:00,2.33457159854E-11
2024.08.04 21:00:00,2.35630404077E-11
2024.08.04 22:00:00,2.3790063669E-11
2024.08.04 23:00:00,2.40130745149E-11
2024.08.05 00:00:00,2.42294760644E-11
2024.08.05 01:00:00,2.44658650977E-11
2024.08.05 02:00:00,2.47108757068E-11
2024.08.05 03:00:00,2.49547153774E-11
2024.08.05 04:00:00,2.52074784657E-11
2024.08.05 05:00:00,2.54761576418E-11
2024.08.05 06:00:00,2.56708664742E-11
2024.08.05 07:00:00,2.58277739473E-11
2024.08.05 08:00:00,2.60030105087E-11
2024.08.05 09:00:00,2.61869501778E-11
2024.08.05 10:00:00,2.63826165775E-11
2024.08.05 11:00:00,2.65961610374E-11
2024.08.05 12:00:00,2.673851765E-11
2024.08.05 13:00:00,2.73645620052E-11
2024.08.05 14:00:00,2.77755197314E-11
2024.08.05 15:00:00,2.81716958789E-11
2024.08.05 16:00:00,2.82748199854E-11
2024.08.05 17:00:00,2.83610253338E-11
2024.08.05 18:00:00,2.84534652784E-11
2024.08.05 19:00:00,2.85702780878E-11
2024.08.05 20:00:00,2.87086882045E-11
2024.08.05 21:00:00,2.88428413098E-11
2024.08.05 22:00:00,2.90115501067E-11
2024.08.05 23:00:00,2.91737606295E-11
2024.08.06 00:00:00,2.93428267795E-11
2024.08.06 01:00:00,2.95361513025E-11
2024.08.06 02:00:00,2.97347979572E-11
2024.08.06 03:00:00,2.9915677574E-11
2024.08.06 04:00:00,3.0093476322E-11
2024.08.06 05:00:00,3.02513465666E-11
2024.08.06 06:00:00,3.04172832755E-11
2024.08.06 07:00:00,3.05848645021E-11
2024.08.06 08:00:00,3.07742824279E-11
