Time [yyyy.MM.dd HH:mm:ss],NO3 [gN/m3]
2024.09.25 11:00:00,5.61638262297E-06
2024.09.25 12:00:00,5.59759655516E-06
2024.09.25 13:00:00,5.58373312742E-06
2024.09.25 14:00:00,5.57627163289E-06
2024.09.25 15:00:00,5.57468547413E-06
2024.09.25 16:00:00,5.57984412808E-06
2024.09.25 17:00:00,5.59086311114E-06
2024.09.25 18:00:00,5.60331045563E-06
2024.09.25 19:00:00,5.60679518458E-06
2024.09.25 20:00:00,5.5778486967E-06
2024.09.25 21:00:00,5.5031091506E-06
2024.09.25 22:00:00,5.44492286281E-06
2024.09.25 23:00:00,5.42456155017E-06
2024.09.26 00:00:00,5.41587314729E-06
2024.09.26 01:00:00,5.41355711903E-06
2024.09.26 02:00:00,5.4153383644E-06
2024.09.26 03:00:00,5.41979989066E-06
2024.09.26 04:00:00,5.42648376722E-06
2024.09.26 05:00:00,5.43426858712E-06
2024.09.26 06:00:00,5.44286058357E-06
2024.09.26 07:00:00,5.45229841009E-06
2024.09.26 08:00:00,5.46184855921E-06
2024.09.26 09:00:00,5.46785531697E-06
2024.09.26 10:00:00,5.4685269788E-06
2024.09.26 11:00:00,5.46615638086E-06
2024.09.26 12:00:00,5.45764441995E-06
2024.09.26 13:00:00,5.43851456314E-06
2024.09.26 14:00:00,5.41447343494E-06
2024.09.26 15:00:00,5.38671474715E-06
2024.09.26 16:00:00,5.35734488949E-06
2024.09.26 17:00:00,5.32951071364E-06
2024.09.26 18:00:00,5.30552233613E-06
2024.09.26 19:00:00,5.28731652594E-06
2024.09.26 20:00:00,5.27770498593E-06
2024.09.26 21:00:00,5.27893053004E-06
2024.09.26 22:00:00,5.29306771568E-06
2024.09.26 23:00:00,5.33217689735E-06
2024.09.27 00:00:00,5.37811183676E-06
2024.09.27 01:00:00,5.41494637218E-06
2024.09.27 02:00:00,5.44976273886E-06
2024.09.27 03:00:00,5.48572779735E-06
2024.09.27 04:00:00,5.52380561203E-06
2024.09.27 05:00:00,5.5614809753E-06
2024.09.27 06:00:00,5.59597810934E-06
2024.09.27 07:00:00,5.62774721402E-06
2024.09.27 08:00:00,5.65286882193E-06
2024.09.27 09:00:00,5.673456144E-06
2024.09.27 10:00:00,5.67751203562E-06
2024.09.27 11:00:00,5.62803825233E-06
2024.09.27 12:00:00,5.5364362197E-06
2024.09.27 13:00:00,5.37646792509E-06
2024.09.27 14:00:00,5.23896324012E-06
2024.09.27 15:00:00,5.24120241607E-06
2024.09.27 16:00:00,5.27315933141E-06
2024.09.27 17:00:00,5.27561860508E-06
2024.09.27 18:00:00,5.25475479662E-06
2024.09.27 19:00:00,5.24105917066E-06
2024.09.27 20:00:00,5.23628568772E-06
2024.09.27 21:00:00,5.22942400494E-06
2024.09.27 22:00:00,5.25392761119E-06
2024.09.27 23:00:00,5.32768899575E-06
2024.09.28 00:00:00,5.41238568985E-06
2024.09.28 01:00:00,5.50058484805E-06
2024.09.28 02:00:00,5.55702354177E-06
2024.09.28 03:00:00,5.58940337214E-06
2024.09.28 04:00:00,5.61728347748E-06
2024.09.28 05:00:00,5.61654587727E-06
2024.09.28 06:00:00,5.58776582693E-06
2024.09.28 07:00:00,5.56677332497E-06
2024.09.28 08:00:00,5.55835549676E-06
2024.09.28 09:00:00,5.50139066036E-06
2024.09.28 10:00:00,5.44801241631E-06
2024.09.28 11:00:00,5.40713244845E-06
2024.09.28 12:00:00,5.37613732376E-06
2024.09.28 13:00:00,5.35270692126E-06
2024.09.28 14:00:00,5.33737738806E-06
2024.09.28 15:00:00,5.3321168707E-06
2024.09.28 16:00:00,5.31822843186E-06
2024.09.28 17:00:00,5.29664384885E-06
2024.09.28 18:00:00,5.2820610108E-06
2024.09.28 19:00:00,5.28957934876E-06
2024.09.28 20:00:00,5.31127625436E-06
2024.09.28 21:00:00,5.34479841008E-06
2024.09.28 22:00:00,5.40102610103E-06
2024.09.28 23:00:00,5.46178262084E-06
2024.09.29 00:00:00,5.50410641154E-06
2024.09.29 01:00:00,5.53359768674E-06
2024.09.29 02:00:00,5.55587075723E-06
2024.09.29 03:00:00,5.61128308618E-06
2024.09.29 04:00:00,5.69804205952E-06
2024.09.29 05:00:00,5.78930712436E-06
2024.09.29 06:00:00,5.87435215493E-06
2024.09.29 07:00:00,5.93716185904E-06
2024.09.29 08:00:00,5.99613213126E-06
2024.09.29 09:00:00,6.05711920798E-06
2024.09.29 10:00:00,6.1026576077E-06
2024.09.29 11:00:00,6.11252380622E-06
2024.09.29 12:00:00,6.06604089626E-06
2024.09.29 13:00:00,5.99977784077E-06
2024.09.29 14:00:00,5.93334061705E-06
